id_txt	id_sent	html	id_ent1	id_ent2
CIENCIA_2000_6389	S6	<span data-id='0'>O</span> <span data-id='1-4'class='entity'>presidente de a Embrapa</span> <span data-id='5'>(</span> <span data-id='6'class='org'>Empresa_Brasileira_de_Pesquisa_Agropecuária</span> <span data-id='7'class='word'>)</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='per'>Alberto_Portugal</span> <span data-id='10'>,</span> <span data-id='11'>salientou</span> <span data-id='12'>que</span> <span data-id='13'>a</span> <span data-id='14'>empresa</span> <span data-id='15'>busca</span> <span data-id='16'>soluções</span> <span data-id='17'>para</span> <span data-id='18'>os</span> <span data-id='19'>problemas</span> <span data-id='20'>de</span> <span data-id='21'>a</span> <span data-id='22'>agricultura</span> <span data-id='23'>nacional</span> <span data-id='24'>.</span> 	6	9
CIENCIA_2001_6414	S0	<span data-id='0'>O</span> <span data-id='1'>aumento</span> <span data-id='2'>de</span> <span data-id='3'>a</span> <span data-id='4'>temperatura</span> <span data-id='5'>em</span> <span data-id='6'>a</span> <span data-id='7'class='plc'>Antártida</span> <span data-id='8'class='word'>durante</span> <span data-id='9'class='word'>o</span> <span data-id='10'class='word'>último</span> <span data-id='11'class='word'>século</span> <span data-id='12'class='word'>foi</span> <span data-id='13'class='word'>de</span> <span data-id='14'class='entity'>1,2°C</span> <span data-id='15'class='word'>,</span> <span data-id='16'class='word'>por</span> <span data-id='17'class='word'>o</span> <span data-id='18'class='word'>menos</span> <span data-id='19'class='word'>o</span> <span data-id='20'class='word'>dobro</span> <span data-id='21'class='word'>de</span> <span data-id='22'class='word'>a</span> <span data-id='23'class='word'>média</span> <span data-id='24'class='word'>em</span> <span data-id='25'class='word'>o</span> <span data-id='26'class='word'>resto</span> <span data-id='27'class='word'>de</span> <span data-id='28'class='word'>o</span> <span data-id='29'class='word'>planeta</span> <span data-id='30'class='word'>,</span> <span data-id='31'class='word'>que</span> <span data-id='32'class='word'>ficou</span> <span data-id='33-36'class='entity'>entre 0,2°C e 0,6°C</span> <span data-id='37'class='word'>,</span> <span data-id='38'class='word'>segundo</span> <span data-id='39'class='word'>o</span> <span data-id='40'class='org'>IPCC</span> <span data-id='41'>(</span> <span data-id='42'class='entity'>Painel_Intergovernamental_de_Mudança_Climática</span> <span data-id='43'>,</span> <span data-id='44'>órgão</span> <span data-id='45'>de</span> <span data-id='46'>a</span> <span data-id='47'class='entity'>ONU</span> <span data-id='48'>)</span> <span data-id='49'>.</span> 	40	7
CIENCIA_2001_6414	S0	<span data-id='0'>O</span> <span data-id='1'>aumento</span> <span data-id='2'>de</span> <span data-id='3'>a</span> <span data-id='4'>temperatura</span> <span data-id='5'>em</span> <span data-id='6'>a</span> <span data-id='7'class='entity'>Antártida</span> <span data-id='8'>durante</span> <span data-id='9'>o</span> <span data-id='10'>último</span> <span data-id='11'>século</span> <span data-id='12'>foi</span> <span data-id='13'>de</span> <span data-id='14'class='entity'>1,2°C</span> <span data-id='15'>,</span> <span data-id='16'>por</span> <span data-id='17'>o</span> <span data-id='18'>menos</span> <span data-id='19'>o</span> <span data-id='20'>dobro</span> <span data-id='21'>de</span> <span data-id='22'>a</span> <span data-id='23'>média</span> <span data-id='24'>em</span> <span data-id='25'>o</span> <span data-id='26'>resto</span> <span data-id='27'>de</span> <span data-id='28'>o</span> <span data-id='29'>planeta</span> <span data-id='30'>,</span> <span data-id='31'>que</span> <span data-id='32'>ficou</span> <span data-id='33-36'class='entity'>entre 0,2°C e 0,6°C</span> <span data-id='37'>,</span> <span data-id='38'>segundo</span> <span data-id='39'>o</span> <span data-id='40'class='org'>IPCC</span> <span data-id='41'class='word'>(</span> <span data-id='42'class='org'>Painel_Intergovernamental_de_Mudança_Climática</span> <span data-id='43'>,</span> <span data-id='44'>órgão</span> <span data-id='45'>de</span> <span data-id='46'>a</span> <span data-id='47'class='entity'>ONU</span> <span data-id='48'>)</span> <span data-id='49'>.</span> 	40	42
CIENCIA_2001_6414	S0	<span data-id='0'>O</span> <span data-id='1'>aumento</span> <span data-id='2'>de</span> <span data-id='3'>a</span> <span data-id='4'>temperatura</span> <span data-id='5'>em</span> <span data-id='6'>a</span> <span data-id='7'class='entity'>Antártida</span> <span data-id='8'>durante</span> <span data-id='9'>o</span> <span data-id='10'>último</span> <span data-id='11'>século</span> <span data-id='12'>foi</span> <span data-id='13'>de</span> <span data-id='14'class='entity'>1,2°C</span> <span data-id='15'>,</span> <span data-id='16'>por</span> <span data-id='17'>o</span> <span data-id='18'>menos</span> <span data-id='19'>o</span> <span data-id='20'>dobro</span> <span data-id='21'>de</span> <span data-id='22'>a</span> <span data-id='23'>média</span> <span data-id='24'>em</span> <span data-id='25'>o</span> <span data-id='26'>resto</span> <span data-id='27'>de</span> <span data-id='28'>o</span> <span data-id='29'>planeta</span> <span data-id='30'>,</span> <span data-id='31'>que</span> <span data-id='32'>ficou</span> <span data-id='33-36'class='entity'>entre 0,2°C e 0,6°C</span> <span data-id='37'>,</span> <span data-id='38'>segundo</span> <span data-id='39'>o</span> <span data-id='40'class='org'>IPCC</span> <span data-id='41'class='word'>(</span> <span data-id='42'class='entity'>Painel_Intergovernamental_de_Mudança_Climática</span> <span data-id='43'class='word'>,</span> <span data-id='44'class='word'>órgão</span> <span data-id='45'class='word'>de</span> <span data-id='46'class='word'>a</span> <span data-id='47'class='org'>ONU</span> <span data-id='48'>)</span> <span data-id='49'>.</span> 	40	47
CIENCIA_2001_6414	S0	<span data-id='0'>O</span> <span data-id='1'>aumento</span> <span data-id='2'>de</span> <span data-id='3'>a</span> <span data-id='4'>temperatura</span> <span data-id='5'>em</span> <span data-id='6'>a</span> <span data-id='7'class='plc'>Antártida</span> <span data-id='8'class='word'>durante</span> <span data-id='9'class='word'>o</span> <span data-id='10'class='word'>último</span> <span data-id='11'class='word'>século</span> <span data-id='12'class='word'>foi</span> <span data-id='13'class='word'>de</span> <span data-id='14'class='entity'>1,2°C</span> <span data-id='15'class='word'>,</span> <span data-id='16'class='word'>por</span> <span data-id='17'class='word'>o</span> <span data-id='18'class='word'>menos</span> <span data-id='19'class='word'>o</span> <span data-id='20'class='word'>dobro</span> <span data-id='21'class='word'>de</span> <span data-id='22'class='word'>a</span> <span data-id='23'class='word'>média</span> <span data-id='24'class='word'>em</span> <span data-id='25'class='word'>o</span> <span data-id='26'class='word'>resto</span> <span data-id='27'class='word'>de</span> <span data-id='28'class='word'>o</span> <span data-id='29'class='word'>planeta</span> <span data-id='30'class='word'>,</span> <span data-id='31'class='word'>que</span> <span data-id='32'class='word'>ficou</span> <span data-id='33-36'class='entity'>entre 0,2°C e 0,6°C</span> <span data-id='37'class='word'>,</span> <span data-id='38'class='word'>segundo</span> <span data-id='39'class='word'>o</span> <span data-id='40'class='entity'>IPCC</span> <span data-id='41'class='word'>(</span> <span data-id='42'class='org'>Painel_Intergovernamental_de_Mudança_Climática</span> <span data-id='43'>,</span> <span data-id='44'>órgão</span> <span data-id='45'>de</span> <span data-id='46'>a</span> <span data-id='47'class='entity'>ONU</span> <span data-id='48'>)</span> <span data-id='49'>.</span> 	42	7
CIENCIA_2001_6414	S0	<span data-id='0'>O</span> <span data-id='1'>aumento</span> <span data-id='2'>de</span> <span data-id='3'>a</span> <span data-id='4'>temperatura</span> <span data-id='5'>em</span> <span data-id='6'>a</span> <span data-id='7'class='entity'>Antártida</span> <span data-id='8'>durante</span> <span data-id='9'>o</span> <span data-id='10'>último</span> <span data-id='11'>século</span> <span data-id='12'>foi</span> <span data-id='13'>de</span> <span data-id='14'class='entity'>1,2°C</span> <span data-id='15'>,</span> <span data-id='16'>por</span> <span data-id='17'>o</span> <span data-id='18'>menos</span> <span data-id='19'>o</span> <span data-id='20'>dobro</span> <span data-id='21'>de</span> <span data-id='22'>a</span> <span data-id='23'>média</span> <span data-id='24'>em</span> <span data-id='25'>o</span> <span data-id='26'>resto</span> <span data-id='27'>de</span> <span data-id='28'>o</span> <span data-id='29'>planeta</span> <span data-id='30'>,</span> <span data-id='31'>que</span> <span data-id='32'>ficou</span> <span data-id='33-36'class='entity'>entre 0,2°C e 0,6°C</span> <span data-id='37'>,</span> <span data-id='38'>segundo</span> <span data-id='39'>o</span> <span data-id='40'class='entity'>IPCC</span> <span data-id='41'>(</span> <span data-id='42'class='org'>Painel_Intergovernamental_de_Mudança_Climática</span> <span data-id='43'class='word'>,</span> <span data-id='44'class='word'>órgão</span> <span data-id='45'class='word'>de</span> <span data-id='46'class='word'>a</span> <span data-id='47'class='org'>ONU</span> <span data-id='48'>)</span> <span data-id='49'>.</span> 	42	47
CIENCIA_2001_6414	S0	<span data-id='0'>O</span> <span data-id='1'>aumento</span> <span data-id='2'>de</span> <span data-id='3'>a</span> <span data-id='4'>temperatura</span> <span data-id='5'>em</span> <span data-id='6'>a</span> <span data-id='7'class='plc'>Antártida</span> <span data-id='8'class='word'>durante</span> <span data-id='9'class='word'>o</span> <span data-id='10'class='word'>último</span> <span data-id='11'class='word'>século</span> <span data-id='12'class='word'>foi</span> <span data-id='13'class='word'>de</span> <span data-id='14'class='entity'>1,2°C</span> <span data-id='15'class='word'>,</span> <span data-id='16'class='word'>por</span> <span data-id='17'class='word'>o</span> <span data-id='18'class='word'>menos</span> <span data-id='19'class='word'>o</span> <span data-id='20'class='word'>dobro</span> <span data-id='21'class='word'>de</span> <span data-id='22'class='word'>a</span> <span data-id='23'class='word'>média</span> <span data-id='24'class='word'>em</span> <span data-id='25'class='word'>o</span> <span data-id='26'class='word'>resto</span> <span data-id='27'class='word'>de</span> <span data-id='28'class='word'>o</span> <span data-id='29'class='word'>planeta</span> <span data-id='30'class='word'>,</span> <span data-id='31'class='word'>que</span> <span data-id='32'class='word'>ficou</span> <span data-id='33-36'class='entity'>entre 0,2°C e 0,6°C</span> <span data-id='37'class='word'>,</span> <span data-id='38'class='word'>segundo</span> <span data-id='39'class='word'>o</span> <span data-id='40'class='entity'>IPCC</span> <span data-id='41'class='word'>(</span> <span data-id='42'class='entity'>Painel_Intergovernamental_de_Mudança_Climática</span> <span data-id='43'class='word'>,</span> <span data-id='44'class='word'>órgão</span> <span data-id='45'class='word'>de</span> <span data-id='46'class='word'>a</span> <span data-id='47'class='org'>ONU</span> <span data-id='48'>)</span> <span data-id='49'>.</span> 	47	7
CIENCIA_2001_6414	S2	<span data-id='0'>É</span> <span data-id='1'>o</span> <span data-id='2'>que</span> <span data-id='3'>mostra</span> <span data-id='4'>o</span> <span data-id='5'>estudo</span> <span data-id='6'>publicado</span> <span data-id='7'>por</span> <span data-id='8'>o</span> <span data-id='9'>britânico</span> <span data-id='10'class='per'>David_Vaughan</span> <span data-id='11'class='word'>e</span> <span data-id='12'class='word'>seus</span> <span data-id='13'class='word'>colegas</span> <span data-id='14'class='word'>de</span> <span data-id='15'class='word'>o</span> <span data-id='16'class='org'>British_Antarctic_Survey</span> <span data-id='17'>em</span> <span data-id='18'>a</span> <span data-id='19'>revista</span> <span data-id='20-22'class='entity'>" Science "</span> <span data-id='23'>de</span> <span data-id='24'>esta</span> <span data-id='25'>semana</span> <span data-id='26'>.</span> 	16	10
CIENCIA_2001_6414	S2	<span data-id='0'>É</span> <span data-id='1'>o</span> <span data-id='2'>que</span> <span data-id='3'>mostra</span> <span data-id='4'>o</span> <span data-id='5'>estudo</span> <span data-id='6'>publicado</span> <span data-id='7'>por</span> <span data-id='8'>o</span> <span data-id='9'>britânico</span> <span data-id='10'class='entity'>David_Vaughan</span> <span data-id='11'>e</span> <span data-id='12'>seus</span> <span data-id='13'>colegas</span> <span data-id='14'>de</span> <span data-id='15'>o</span> <span data-id='16'class='org'>British_Antarctic_Survey</span> <span data-id='17'class='word'>em</span> <span data-id='18'class='word'>a</span> <span data-id='19'class='word'>revista</span> <span data-id='20-22'class='org'>" Science "</span> <span data-id='23'>de</span> <span data-id='24'>esta</span> <span data-id='25'>semana</span> <span data-id='26'>.</span> 	16	20-22
CIENCIA_2001_6414	S2	<span data-id='0'>É</span> <span data-id='1'>o</span> <span data-id='2'>que</span> <span data-id='3'>mostra</span> <span data-id='4'>o</span> <span data-id='5'>estudo</span> <span data-id='6'>publicado</span> <span data-id='7'>por</span> <span data-id='8'>o</span> <span data-id='9'>britânico</span> <span data-id='10'class='per'>David_Vaughan</span> <span data-id='11'class='word'>e</span> <span data-id='12'class='word'>seus</span> <span data-id='13'class='word'>colegas</span> <span data-id='14'class='word'>de</span> <span data-id='15'class='word'>o</span> <span data-id='16'class='entity'>British_Antarctic_Survey</span> <span data-id='17'class='word'>em</span> <span data-id='18'class='word'>a</span> <span data-id='19'class='word'>revista</span> <span data-id='20-22'class='org'>" Science "</span> <span data-id='23'>de</span> <span data-id='24'>esta</span> <span data-id='25'>semana</span> <span data-id='26'>.</span> 	20-22	10
CIENCIA_2001_6414	S8	<span data-id='0'>"</span> <span data-id='1'>Ninhais</span> <span data-id='2'>que</span> <span data-id='3'>eram</span> <span data-id='4'>ocupados</span> <span data-id='5-7'class='entity'>há 650 anos</span> <span data-id='8'>sumiram</span> <span data-id='9'>"</span> <span data-id='10'>,</span> <span data-id='11'>contou</span> <span data-id='12'class='per'>David_Vaughan</span> <span data-id='13'class='word'>a</span> <span data-id='14'class='word'>a</span> <span data-id='15'class='org'>Folha</span> <span data-id='16'>.</span> 	15	12
CIENCIA_2002_22005	S3	<span data-id='0'>Os</span> <span data-id='1'>brasileiros</span> <span data-id='2'>(</span> <span data-id='3'class='per'>Gilson_Rambelli</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='entity'>Paulo_Bava_de_Camargo</span> <span data-id='6'class='word'>e</span> <span data-id='7'class='entity'>Flávio_Rizzi</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>pesquisadores</span> <span data-id='10'class='word'>de</span> <span data-id='11'class='word'>o</span> <span data-id='12-16'class='org'>Museu de Arqueologia e Etnologia</span> <span data-id='17'>(</span> <span data-id='18'class='entity'>MAE)</span> <span data-id='19'>de</span> <span data-id='20'>a</span> <span data-id='21'class='entity'>USP</span> <span data-id='22'>)</span> <span data-id='23'>acharam</span> <span data-id='24'>mesmo</span> <span data-id='25'>restos</span> <span data-id='26'>de</span> <span data-id='27-29'class='entity'>um ou dois</span> <span data-id='30'>navios</span> <span data-id='31'>antigos</span> <span data-id='32'>,</span> <span data-id='33'>possivelmente</span> <span data-id='34'>portugueses</span> <span data-id='35'>de</span> <span data-id='36'>os</span> <span data-id='37-40'class='entity'>século 15 ou 16</span> <span data-id='41'>,</span> <span data-id='42'>de</span> <span data-id='43'>a</span> <span data-id='44'>chamada</span> <span data-id='45'>tradição</span> <span data-id='46'>ibero-atlântica</span> <span data-id='47'>.</span> 	12-16	3
CIENCIA_2002_22005	S3	<span data-id='0'>Os</span> <span data-id='1'>brasileiros</span> <span data-id='2'>(</span> <span data-id='3'class='entity'>Gilson_Rambelli</span> <span data-id='4'>,</span> <span data-id='5'class='per'>Paulo_Bava_de_Camargo</span> <span data-id='6'class='word'>e</span> <span data-id='7'class='entity'>Flávio_Rizzi</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>pesquisadores</span> <span data-id='10'class='word'>de</span> <span data-id='11'class='word'>o</span> <span data-id='12-16'class='org'>Museu de Arqueologia e Etnologia</span> <span data-id='17'>(</span> <span data-id='18'class='entity'>MAE)</span> <span data-id='19'>de</span> <span data-id='20'>a</span> <span data-id='21'class='entity'>USP</span> <span data-id='22'>)</span> <span data-id='23'>acharam</span> <span data-id='24'>mesmo</span> <span data-id='25'>restos</span> <span data-id='26'>de</span> <span data-id='27-29'class='entity'>um ou dois</span> <span data-id='30'>navios</span> <span data-id='31'>antigos</span> <span data-id='32'>,</span> <span data-id='33'>possivelmente</span> <span data-id='34'>portugueses</span> <span data-id='35'>de</span> <span data-id='36'>os</span> <span data-id='37-40'class='entity'>século 15 ou 16</span> <span data-id='41'>,</span> <span data-id='42'>de</span> <span data-id='43'>a</span> <span data-id='44'>chamada</span> <span data-id='45'>tradição</span> <span data-id='46'>ibero-atlântica</span> <span data-id='47'>.</span> 	12-16	5
CIENCIA_2002_22005	S3	<span data-id='0'>Os</span> <span data-id='1'>brasileiros</span> <span data-id='2'>(</span> <span data-id='3'class='entity'>Gilson_Rambelli</span> <span data-id='4'>,</span> <span data-id='5'class='entity'>Paulo_Bava_de_Camargo</span> <span data-id='6'>e</span> <span data-id='7'class='per'>Flávio_Rizzi</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>pesquisadores</span> <span data-id='10'class='word'>de</span> <span data-id='11'class='word'>o</span> <span data-id='12-16'class='org'>Museu de Arqueologia e Etnologia</span> <span data-id='17'>(</span> <span data-id='18'class='entity'>MAE)</span> <span data-id='19'>de</span> <span data-id='20'>a</span> <span data-id='21'class='entity'>USP</span> <span data-id='22'>)</span> <span data-id='23'>acharam</span> <span data-id='24'>mesmo</span> <span data-id='25'>restos</span> <span data-id='26'>de</span> <span data-id='27-29'class='entity'>um ou dois</span> <span data-id='30'>navios</span> <span data-id='31'>antigos</span> <span data-id='32'>,</span> <span data-id='33'>possivelmente</span> <span data-id='34'>portugueses</span> <span data-id='35'>de</span> <span data-id='36'>os</span> <span data-id='37-40'class='entity'>século 15 ou 16</span> <span data-id='41'>,</span> <span data-id='42'>de</span> <span data-id='43'>a</span> <span data-id='44'>chamada</span> <span data-id='45'>tradição</span> <span data-id='46'>ibero-atlântica</span> <span data-id='47'>.</span> 	12-16	7
CIENCIA_2002_22005	S3	<span data-id='0'>Os</span> <span data-id='1'>brasileiros</span> <span data-id='2'>(</span> <span data-id='3'class='entity'>Gilson_Rambelli</span> <span data-id='4'>,</span> <span data-id='5'class='entity'>Paulo_Bava_de_Camargo</span> <span data-id='6'>e</span> <span data-id='7'class='entity'>Flávio_Rizzi</span> <span data-id='8'>,</span> <span data-id='9'>pesquisadores</span> <span data-id='10'>de</span> <span data-id='11'>o</span> <span data-id='12-16'class='org'>Museu de Arqueologia e Etnologia</span> <span data-id='17'class='word'>(</span> <span data-id='18'class='org'>MAE)</span> <span data-id='19'>de</span> <span data-id='20'>a</span> <span data-id='21'class='entity'>USP</span> <span data-id='22'>)</span> <span data-id='23'>acharam</span> <span data-id='24'>mesmo</span> <span data-id='25'>restos</span> <span data-id='26'>de</span> <span data-id='27-29'class='entity'>um ou dois</span> <span data-id='30'>navios</span> <span data-id='31'>antigos</span> <span data-id='32'>,</span> <span data-id='33'>possivelmente</span> <span data-id='34'>portugueses</span> <span data-id='35'>de</span> <span data-id='36'>os</span> <span data-id='37-40'class='entity'>século 15 ou 16</span> <span data-id='41'>,</span> <span data-id='42'>de</span> <span data-id='43'>a</span> <span data-id='44'>chamada</span> <span data-id='45'>tradição</span> <span data-id='46'>ibero-atlântica</span> <span data-id='47'>.</span> 	12-16	18
CIENCIA_2002_22005	S3	<span data-id='0'>Os</span> <span data-id='1'>brasileiros</span> <span data-id='2'>(</span> <span data-id='3'class='entity'>Gilson_Rambelli</span> <span data-id='4'>,</span> <span data-id='5'class='entity'>Paulo_Bava_de_Camargo</span> <span data-id='6'>e</span> <span data-id='7'class='entity'>Flávio_Rizzi</span> <span data-id='8'>,</span> <span data-id='9'>pesquisadores</span> <span data-id='10'>de</span> <span data-id='11'>o</span> <span data-id='12-16'class='org'>Museu de Arqueologia e Etnologia</span> <span data-id='17'class='word'>(</span> <span data-id='18'class='entity'>MAE)</span> <span data-id='19'class='word'>de</span> <span data-id='20'class='word'>a</span> <span data-id='21'class='org'>USP</span> <span data-id='22'>)</span> <span data-id='23'>acharam</span> <span data-id='24'>mesmo</span> <span data-id='25'>restos</span> <span data-id='26'>de</span> <span data-id='27-29'class='entity'>um ou dois</span> <span data-id='30'>navios</span> <span data-id='31'>antigos</span> <span data-id='32'>,</span> <span data-id='33'>possivelmente</span> <span data-id='34'>portugueses</span> <span data-id='35'>de</span> <span data-id='36'>os</span> <span data-id='37-40'class='entity'>século 15 ou 16</span> <span data-id='41'>,</span> <span data-id='42'>de</span> <span data-id='43'>a</span> <span data-id='44'>chamada</span> <span data-id='45'>tradição</span> <span data-id='46'>ibero-atlântica</span> <span data-id='47'>.</span> 	12-16	21
CIENCIA_2002_22005	S3	<span data-id='0'>Os</span> <span data-id='1'>brasileiros</span> <span data-id='2'>(</span> <span data-id='3'class='per'>Gilson_Rambelli</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='entity'>Paulo_Bava_de_Camargo</span> <span data-id='6'class='word'>e</span> <span data-id='7'class='entity'>Flávio_Rizzi</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>pesquisadores</span> <span data-id='10'class='word'>de</span> <span data-id='11'class='word'>o</span> <span data-id='12-16'class='entity'>Museu de Arqueologia e Etnologia</span> <span data-id='17'class='word'>(</span> <span data-id='18'class='org'>MAE)</span> <span data-id='19'>de</span> <span data-id='20'>a</span> <span data-id='21'class='entity'>USP</span> <span data-id='22'>)</span> <span data-id='23'>acharam</span> <span data-id='24'>mesmo</span> <span data-id='25'>restos</span> <span data-id='26'>de</span> <span data-id='27-29'class='entity'>um ou dois</span> <span data-id='30'>navios</span> <span data-id='31'>antigos</span> <span data-id='32'>,</span> <span data-id='33'>possivelmente</span> <span data-id='34'>portugueses</span> <span data-id='35'>de</span> <span data-id='36'>os</span> <span data-id='37-40'class='entity'>século 15 ou 16</span> <span data-id='41'>,</span> <span data-id='42'>de</span> <span data-id='43'>a</span> <span data-id='44'>chamada</span> <span data-id='45'>tradição</span> <span data-id='46'>ibero-atlântica</span> <span data-id='47'>.</span> 	18	3
CIENCIA_2002_22005	S3	<span data-id='0'>Os</span> <span data-id='1'>brasileiros</span> <span data-id='2'>(</span> <span data-id='3'class='entity'>Gilson_Rambelli</span> <span data-id='4'>,</span> <span data-id='5'class='per'>Paulo_Bava_de_Camargo</span> <span data-id='6'class='word'>e</span> <span data-id='7'class='entity'>Flávio_Rizzi</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>pesquisadores</span> <span data-id='10'class='word'>de</span> <span data-id='11'class='word'>o</span> <span data-id='12-16'class='entity'>Museu de Arqueologia e Etnologia</span> <span data-id='17'class='word'>(</span> <span data-id='18'class='org'>MAE)</span> <span data-id='19'>de</span> <span data-id='20'>a</span> <span data-id='21'class='entity'>USP</span> <span data-id='22'>)</span> <span data-id='23'>acharam</span> <span data-id='24'>mesmo</span> <span data-id='25'>restos</span> <span data-id='26'>de</span> <span data-id='27-29'class='entity'>um ou dois</span> <span data-id='30'>navios</span> <span data-id='31'>antigos</span> <span data-id='32'>,</span> <span data-id='33'>possivelmente</span> <span data-id='34'>portugueses</span> <span data-id='35'>de</span> <span data-id='36'>os</span> <span data-id='37-40'class='entity'>século 15 ou 16</span> <span data-id='41'>,</span> <span data-id='42'>de</span> <span data-id='43'>a</span> <span data-id='44'>chamada</span> <span data-id='45'>tradição</span> <span data-id='46'>ibero-atlântica</span> <span data-id='47'>.</span> 	18	5
CIENCIA_2002_22005	S3	<span data-id='0'>Os</span> <span data-id='1'>brasileiros</span> <span data-id='2'>(</span> <span data-id='3'class='entity'>Gilson_Rambelli</span> <span data-id='4'>,</span> <span data-id='5'class='entity'>Paulo_Bava_de_Camargo</span> <span data-id='6'>e</span> <span data-id='7'class='per'>Flávio_Rizzi</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>pesquisadores</span> <span data-id='10'class='word'>de</span> <span data-id='11'class='word'>o</span> <span data-id='12-16'class='entity'>Museu de Arqueologia e Etnologia</span> <span data-id='17'class='word'>(</span> <span data-id='18'class='org'>MAE)</span> <span data-id='19'>de</span> <span data-id='20'>a</span> <span data-id='21'class='entity'>USP</span> <span data-id='22'>)</span> <span data-id='23'>acharam</span> <span data-id='24'>mesmo</span> <span data-id='25'>restos</span> <span data-id='26'>de</span> <span data-id='27-29'class='entity'>um ou dois</span> <span data-id='30'>navios</span> <span data-id='31'>antigos</span> <span data-id='32'>,</span> <span data-id='33'>possivelmente</span> <span data-id='34'>portugueses</span> <span data-id='35'>de</span> <span data-id='36'>os</span> <span data-id='37-40'class='entity'>século 15 ou 16</span> <span data-id='41'>,</span> <span data-id='42'>de</span> <span data-id='43'>a</span> <span data-id='44'>chamada</span> <span data-id='45'>tradição</span> <span data-id='46'>ibero-atlântica</span> <span data-id='47'>.</span> 	18	7
CIENCIA_2002_22005	S3	<span data-id='0'>Os</span> <span data-id='1'>brasileiros</span> <span data-id='2'>(</span> <span data-id='3'class='entity'>Gilson_Rambelli</span> <span data-id='4'>,</span> <span data-id='5'class='entity'>Paulo_Bava_de_Camargo</span> <span data-id='6'>e</span> <span data-id='7'class='entity'>Flávio_Rizzi</span> <span data-id='8'>,</span> <span data-id='9'>pesquisadores</span> <span data-id='10'>de</span> <span data-id='11'>o</span> <span data-id='12-16'class='entity'>Museu de Arqueologia e Etnologia</span> <span data-id='17'>(</span> <span data-id='18'class='org'>MAE)</span> <span data-id='19'class='word'>de</span> <span data-id='20'class='word'>a</span> <span data-id='21'class='org'>USP</span> <span data-id='22'>)</span> <span data-id='23'>acharam</span> <span data-id='24'>mesmo</span> <span data-id='25'>restos</span> <span data-id='26'>de</span> <span data-id='27-29'class='entity'>um ou dois</span> <span data-id='30'>navios</span> <span data-id='31'>antigos</span> <span data-id='32'>,</span> <span data-id='33'>possivelmente</span> <span data-id='34'>portugueses</span> <span data-id='35'>de</span> <span data-id='36'>os</span> <span data-id='37-40'class='entity'>século 15 ou 16</span> <span data-id='41'>,</span> <span data-id='42'>de</span> <span data-id='43'>a</span> <span data-id='44'>chamada</span> <span data-id='45'>tradição</span> <span data-id='46'>ibero-atlântica</span> <span data-id='47'>.</span> 	18	21
CIENCIA_2002_22005	S3	<span data-id='0'>Os</span> <span data-id='1'>brasileiros</span> <span data-id='2'>(</span> <span data-id='3'class='per'>Gilson_Rambelli</span> <span data-id='4'class='word'>,</span> <span data-id='5'class='entity'>Paulo_Bava_de_Camargo</span> <span data-id='6'class='word'>e</span> <span data-id='7'class='entity'>Flávio_Rizzi</span> <span data-id='8'class='word'>,</span> <span data-id='9'class='word'>pesquisadores</span> <span data-id='10'class='word'>de</span> <span data-id='11'class='word'>o</span> <span data-id='12-16'class='entity'>Museu de Arqueologia e Etnologia</span> <span data-id='17'class='word'>(</span> <span data-id='18'class='entity'>MAE)</span> <span data-id='19'class='word'>de</span> <span data-id='20'class='word'>a</span> <span data-id='21'class='org'>USP</span> <span data-id='22'>)</span> <span data-id='23'>acharam</span> <span data-id='24'>mesmo</span> <span data-id='25'>restos</span> <span data-id='26'>de</span> <span data-id='27-29'class='entity'>um ou dois</span> <span data-id='30'>navios</span> <span data-id='31'>antigos</span> <span data-id='32'>,</span> <span data-id='33'>possivelmente</span> <span data-id='34'>portugueses</span> <span data-id='35'>de</span> <span data-id='36'>os</span> <span data-id='37-40'class='entity'>século 15 ou 16</span> <span data-id='41'>,</span> <span data-id='42'>de</span> <span data-id='43'>a</span> <span data-id='44'>chamada</span> <span data-id='45'>tradição</span> <span data-id='46'>ibero-atlântica</span> <span data-id='47'>.</span> 	21	3
